unitid,calsys,crsloc1,crsloc2,crsloc3,crsloc4,crsloc5,crsloc6,facloc1,facloc2,facloc3,facloc4,facloc6,facloc7,facloc8,facloc9,facloc10,facloc12,mili,mil1insl,mil2insl,admreq1,admreq2,admreq3,admreq4,admreq5,admreq6,admreq7,admreq8,admreq9,admreq10,admreq11,admreq12,yrscol,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12,mode13,mode14,stusrv1,stusrv2,stusrv3,stusrv4,stusrv5,stusrv6,stusrv7,stusrv8,stusrv9,libfac,libshar1,libshar2,libshar3
"216694","1","1","","","1","","","1","1","","","","1","","","","","2","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","","1","","","","","","1","","",""
"216700","5","1","","","","","","1","","","","1","","","","","","2","","","1","","1","","","1","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","","1","","1","","","","1","","",""
"216728","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"216746","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"216764","1","1","","1","1","","1","1","","1","","1","1","","1","","1","2","","","1","1","1","1","1","1","","","","1","1","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"216773","3","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","","","","1","","","1","","","","","","","","","1","","","","","","","1","","1","","","","","1","1","","1","","",""
"216782","1","1","","","","","","1","","","","","","","","","","2","","","","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","1","1","1","1","1","","","","","","3","","",""
"216807","4","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"216816","4","1","","","","","","1","","","","1","","","","","","2","","","","","1","","","1","","1","","1","","","4","","","","","","","1","","","","","","","1","","1","1","1","","","","","","1","","",""
"216825","1","1","","","1","","","1","1","","","1","1","1","","","1","2","","","","","","","","","","1","1","","1","","","1","1","1","","1","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"216834","","","","","1","","","","","","","","1","","","","1","2","","","","","","","","","","","","","1","","","","1","","","","","","","1","","","","","","","1","","","","","","","","1","","",""
"216852","1","1","1","","1","1","","1","","","","1","1","","","","1","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","1","","","","","","","1","1","1","1","","","1","1","","1","","",""
"216922","5","1","","","","","","1","","","","","","","","","","2","","","1","1","1","","","1","","1","1","","1","","","","1","","","","","","","","","","","","","","1","1","","","","1","","","","","",""
"216931","1","1","","","1","","","1","","","","1","1","","","","1","2","","","1","1","1","1","1","","","","","1","1","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"216940","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","1","1","1","","1","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","1","","",""
"216986","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","","","",""
"217004","5","1","1","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","","","","","1","1","1","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"217013","4","1","","","1","","","1","","","","1","1","","","","","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","1","1","","","","","","1","1","","","","","","","","1","","",""
"217022","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","","","",""
"217040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"217059","1","1","","","1","","","1","","1","","1","1","","1","","","2","","","1","1","1","1","1","","","1","","","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","","1","","","1","","",""
"217068","5","1","1","","1","1","","1","","","","1","1","","","","1","2","","","1","1","1","1","","","","","","","1","","2","1","1","","","","","","1","1","","","","","","1","1","1","","","","1","1","","1","","",""
"217077","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"217086","3","1","","","1","","","1","","","","","1","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","1","1","1","","","1","","1","","",""
"217095","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"217101","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"217138","5","1","","","","","","","","1","","","","","","","","2","","","1","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","3","","",""
"217147","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","1","","","1","","","1","","","","","","","","","","","","","1","1","","1","","","","","","3","","",""
"217156","1","1","","","","","","1","","","","","","","","","","2","","","","1","1","1","1","1","","1","","1","","","","","","","","","","1","","","","","","","1","","1","1","1","1","1","1","","","1","","",""
"217165","1","1","","","1","1","","1","","","","","1","","","","1","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","1","","1","1","1","1","1","1","","","1","","",""
"217208","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","1","1","","","1","","",""
"217235","3","1","1","1","1","1","1","1","","","1","","1","","","1","","1","1","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","","1","1","","","1","","",""
"217244","2","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","1","","",""
"217262","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","1","","",""
"217280","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","3","","",""
"217299","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"217305","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","1","","","1","","",""
"217323","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","1","","","","","1","","","","","","","","","1","1","1","","","","","","","","",""
"217350","6","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"217369","6","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"217387","2","1","","","","","","1","","","","","","","","","","2","","","1","1","","","","","","","","","1","","","1","1","","","","","","","","","","","","","1","1","1","1","","1","1","","","1","","",""
"217402","1","1","1","1","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","1","","1","1","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"217411","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","1","1","","1","1","1","1","","","1","","",""
"217420","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","","1","","","1","","",""
"217439","5","1","","","","","","1","","","","","","","","","","2","","","1","1","1","","","1","","1","","","","","","1","1","","","","","","","","","","","","","","","1","","","","","","","1","","",""
"217457","5","1","","","","","","","","","","1","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","3","","",""
"217466","6","1","","","","","","1","","","","","","","","","","2","","","1","1","","","","","","1","1","1","1","","","","","","","","","1","","","","","","","","","1","1","1","","","","","","","","",""
"217475","1","1","","","1","","","1","1","1","1","","1","1","1","1","1","1","1","","1","","","","","","1","","","","1","1","","1","1","1","","1","","","","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"217484","1","1","1","","1","","","1","","1","1","1","1","","1","","1","1","1","","1","1","1","1","1","","1","1","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","","","1","1","","1","","",""
"217493","4","1","","1","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","1","","1","1","","","1","1","","","","","","","","","","","","","","1","1","1","","1","1","","","1","","",""
"217518","1","1","1","1","","","","1","","","1","","","","","","","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","","","","1","","",""
"217536","1","1","1","1","1","","","1","1","","","1","1","","","","","2","","","1","1","1","1","","","","1","","1","1","","","1","1","","","","","","1","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"217545","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","",""
"217554","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","",""
"217563","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"217572","1","1","","","1","","","","","","","1","1","","","","","2","","","1","","1","1","","1","","","","1","1","","","","","","","","","1","","1","","","","","","","1","","","","","","","","1","","",""
"217581","2","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","1","","1","","","","","","","","",""
"217606","1","1","1","","","","","1","","","","1","","","","","","2","","","1","1","","","","","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"217615","2","1","","","1","1","","1","","","","1","1","","","","1","2","","","1","","1","","","1","","","","","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"217624","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"217633","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","1","1","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"217642","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","","1","","","","","","1","","",""
"217651","1","","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"217679","","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","","1","","1","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"217688","4","1","","","","","","1","1","1","1","","","","","","","1","1","","1","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"217697","6","1","","","","","","1","","","","","1","","","","","2","","","","","1","1","","","","","","","","","","","","","","","","1","","","","","","","1","","1","1","","","","","","","1","","",""
"217703","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","","","","","","1","","","","","1","","","","","","","1","","1","","1","","","","","","1","","",""
"217712","2","1","","","1","","","1","","","1","1","1","","","1","1","","1","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"217721","1","1","","","","","","1","","","","1","","","","","","2","","","1","","","","","","","1","","1","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"217730","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"217749","1","1","","","1","","","1","","","","","1","","","","","2","","","1","1","1","","1","","","1","","1","1","","","1","1","1","1","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"217758","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"217776","1","1","1","","","","","1","1","1","1","1","","","","","","2","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"217794","5","1","","","","","","1","","","","","","","","","","2","","","","1","1","","","1","","","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"217819","1","1","","","1","","","1","","","","1","1","","","","1","2","","","1","1","1","1","1","","","1","","1","1","","","","1","","","","","","1","1","","","","","","1","1","1","1","","","1","","","1","","",""
"217828","5","1","","","","","","1","","","","","","","","","","2","","","","","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","1","","","1","","","1","","",""
"217837","2","1","","","1","","","1","1","1","1","","1","1","1","1","1","2","","","1","","1","1","1","1","","","1","1","","","","","1","","","","","","","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"217846","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"217855","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","1","1","","1","","","","","","1","","",""
"217864","1","1","","","","","","1","","1","","","","","","","","2","","","1","1","1","1","1","","1","1","1","1","","","","","","","","","","1","","","","","","","1","","1","1","1","","","","","","1","","",""
"217873","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","","1","","","","","","","","","1","","","","","","","1","1","1","1","1","","","","","","1","","",""
"217882","1","1","","1","","","","1","","1","","1","","","","","","2","","","1","1","1","1","","","1","1","","1","","","","","","","","1","","1","1","","","","","","","","1","1","1","1","1","1","","","1","","",""
"217891","1","1","1","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","","1","","","","","","1","","",""
"217907","1","1","","","","","","1","","","1","","","","","","","1","1","","1","1","1","1","1","1","","1","","","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","","","1","","","1","","",""
"217916","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"217925","2","1","1","1","1","1","1","1","1","","","1","1","1","","","1","1","1","","1","1","1","1","1","","","1","1","1","1","","","1","1","1","1","1","","","","","1","1","1","","","1","1","1","1","1","1","1","1","","1","","",""
"217934","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","","","1","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"217952","5","1","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","",""
"217961","4","1","","1","","","","1","","1","","","","","","","","2","","","1","1","1","1","1","","","1","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"217970","1","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","","1","","","","","1","","","","","",""
"217989","2","1","","","1","","","1","","","","","1","","1","","","","","","1","","","","","","","1","1","1","","","","1","1","","","","","","","1","","","","","","1","1","","1","","","1","","","1","","",""
"217998","4","1","","","","","","1","","","","1","","","","","","2","","","1","","1","1","1","","","","","1","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"205568","2","1","","","1","","","1","","","","","1","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"205610","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","1","","",""
"205629","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","1","","",""
"205638","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","1","1","","1","","","","","","1","","",""
"205647","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","1","1","1","1","","","","","","1","","",""
"205665","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"205692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205717","2","1","","","","","","1","","","","","","","","","","","","","1","","1","","","1","","1","1","","","","","","","","","","","","","","","","","","","1","1","","1","","","1","","","","","",""
"205726","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"205744","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","1","","","","","","","1","1","","",""
"205771","1","1","","","","","","1","","1","","","","","","","","2","","","1","1","1","1","1","1","","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"205780","6","1","","","1","","","1","","","","","1","","","","","2","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","",""
"205823","1","1","","","","","","1","","1","","","","","","","","2","","","1","1","","1","1","","","","","","1","","","","","","","","","1","","","","","","","1","1","1","","","","","","","","1","","",""
"205841","2","1","","","1","","","1","","1","","","1","","1","","","2","","","1","","1","","1","","","","","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","2","203465","",""
"205850","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"205887","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"205896","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"205902","2","1","","","1","","","1","","","","1","1","","","","1","2","","","1","","","","","","","1","","","1","","","","","","","","","1","","","","","","","1","1","1","1","1","","","1","","","1","","",""
"205920","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"205939","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","",""
"205948","1","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","1","","","1","","","1","","",""
"205957","1","1","","","","","","1","","","","1","","","","","","2","","","1","1","1","1","1","","","","","1","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"205966","2","1","","","1","","","1","","1","","","1","","1","","","2","","","1","","1","1","1","1","","1","","1","","1","","","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"205993","5","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","1","","1","","","","","","3","","",""
"206002","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","1","","","1","","","","","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","1","","",""
"206011","2","1","","","1","","","1","","","","","1","","","","","2","","","1","","","","","","","1","1","1","","","","1","1","","","","","","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"206039","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"206048","1","1","","","1","","","1","","1","","","1","","","","1","2","","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","1","1","","","","","","1","1","1","1","","","","","","1","","",""
"206057","2","1","","","","","","1","","","","","","","","","","2","","","1","1","1","","1","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"206084","2","1","1","","1","1","","1","","1","1","1","1","","","","1","2","","","1","","","","","","1","","","1","","1","","1","1","1","","1","","","","","1","","1","","","1","1","1","1","1","1","1","1","","1","","",""
"206093","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"206118","2","1","","","","","","1","","1","","","","","","","","2","","","1","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","1","1","1","","","","","","1","","",""
"206136","6","1","","","","","","","","","","1","","","","","","2","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","1","","",""
"206154","1","","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","1","","","","","","","","1","","","","","","","1","","","","","","","","","1","1","","",""
"206172","2","","","","1","","","","","","","","1","","","","1","2","","","1","","","","","","","1","1","","","","","","","","","","","","","1","","","","","","1","1","1","1","","","1","","","1","","",""
"206181","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","1","","","","1","","","","","","","","","","","","","1","1","","1","","","","1","","1","","",""
"206206","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"206215","5","1","1","","1","1","","1","","","","","1","","","","","2","","","","","","","","","","","","","","","4","","","","","","","","1","","","","","","","","1","1","","","","1","","","1","","",""
"206224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206251","5","1","","","","","","","","1","","","","","","","","2","","","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","",""
"206260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206279","2","1","1","1","","","","1","","","","1","","","","","","2","","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","","","","","","","1","","","","","","",""
"206288","1","1","","","","","","1","","","","","","","","","","2","","","","","","","","","","1","","1","1","","","1","1","","","","","","","","","","","","","1","1","1","","1","","","","","1","","",""
"206297","","1","","","1","","","","","","","1","1","","","","","2","","","1","","1","1","1","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","","","",""
"206303","5","1","","","1","","","1","","","","","1","","","","","2","","","","","","","","","","","","","","","3","","1","","","","","","","1","","","","","","","1","","","","","1","","","3","","",""
"206321","2","1","","","1","","","1","","1","","","1","1","1","1","1","2","","","","","","","","","","1","1","","1","","","","1","","","","","","","1","","","","","","1","1","1","1","1","1","1","1","","1","","",""
"206330","1","1","","","1","","","1","1","","","1","1","","","","1","2","","","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","","","","","","1","1","1","1","","","","","","1","","",""
"206349","1","1","","","1","","","1","","","","1","1","","","","","2","","","1","1","1","1","1","","","","","1","1","","","","1","1","1","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"206358","5","1","","","","","","","","","","","","","","","","2","","","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","1","1","1","","","","","","","","","",""
"206385","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","1","","1","","","","","","1","1","","","","","","","","","","","","","1","","1","","","","","","1","","",""
"206394","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","","","1","","","","1","","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"206400","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","1","","","","1","","",""
"206419","6","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","1","","","","1","","",""
"206428","1","1","","","","","","1","","","","1","","","","","","2","","","1","1","1","","","1","","1","","","1","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","2","364636","",""
"206437","1","1","","","","","","1","","","","","","","","","","2","","","1","1","1","1","1","","","1","","1","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"206446","2","1","","","1","","","1","","1","","","1","","1","","","2","","","","","","","","","","","","1","","1","","1","","","","","","","","","","","","","1","1","1","","1","","","1","","","1","","",""
"206455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206473","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","1","","","","","","","","","1","","","","","","","","","","1","1","","","","","","1","","",""
"206482","6","1","","","","","","1","","","","","","","","","","2","","","","","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"206491","1","1","","","","","","1","","","","","","","","","","2","","","1","","1","","1","","","","","1","","","","1","","","","","","","","","","","","","","1","1","1","1","","","","","","1","","",""
"206507","1","1","","","","","","1","1","1","","1","1","1","","","","2","","","1","1","1","1","1","","","1","","","1","","","1","1","","","","","","","","","","","","1","1","1","","","","","1","","","1","","",""
"206516","4","1","","","1","","","1","","","","","1","","","","","2","","","","","","","","","","","","","","","4","1","1","","","","","","","","","","","","1","","1","1","1","","","","","","1","","",""
"206525","6","1","","","1","","","1","","","","","1","","","","","2","","","","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","","","1","1","1","1","","1","","","1","","",""
"206561","6","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","","1","","",""
"206570","2","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","","","","","","","1","","","","","","","","","","","","","1","1","1","1","","","1","","","1","","",""
"206589","1","1","","","","","","1","","","","","1","","","","","2","","","1","1","1","1","1","","","1","","1","","","","","","","","","","1","","","","","","","1","1","1","1","","1","","","","","1","","",""
"206604","2","1","","","1","1","","1","","1","1","","1","","1","1","","1","1","","1","","","","","","","","","1","","","","1","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","1","","",""
"206613","2","1","","","1","","","1","","1","","","1","","","","","2","","","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","","","","","","1","1","1","1","1","1","1","","","1","","",""
"206622","1","1","1","1","1","","","1","","","","1","1","","","","","2","","","1","1","1","1","1","","","1","","1","","","","","1","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","","",""
"206631","2","1","1","","","","","1","","","","","","","","","","2","","","1","","1","","1","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","","","1","","",""
"206659","2","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","","","","1","","",""
"206695","2","1","1","1","1","","","1","","1","","1","1","","1","","1","1","1","","1","1","1","1","1","","","","","1","","","","1","1","","","","","","1","","","","","","","1","1","1","1","1","1","1","","","1","","",""
"206701","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","1","","1","1","","","","","","","","","","","1","","","","","","","","","1","","1","","","","","","1","","",""
"206710","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"206729","5","1","","","","","","1","","","","","","","","","","2","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"206738","5","1","","","","","","1","","","","","","","","","","2","","","1","","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","1","1","","","","","","1","","",""
"206747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
